ID;name;age;note;position;photo;club;drapeau;taille;poids;prix;rarete
14801;I. Mitran;18;53;CB;https://cdn.sofifa.com/players/251/881/20_120.png;https://cdn.sofifa.com/teams/308/60.png;https://cdn.sofifa.com/flags/ro.png;"5'10""";163lbs;110000;Bronze
14802;E. Coacci;21;68;LM;https://cdn.sofifa.com/players/251/885/20_120.png;https://cdn.sofifa.com/teams/111710/60.png;https://cdn.sofifa.com/flags/ar.png;"5'5""";148lbs;1500000;Argent
14803;A. Frías;22;66;CB;https://cdn.sofifa.com/players/251/886/20_120.png;https://cdn.sofifa.com/teams/111710/60.png;https://cdn.sofifa.com/flags/ar.png;"6'1""";179lbs;850000;Argent
14804;M. O'Malley;19;53;LB;https://cdn.sofifa.com/players/251/889/20_120.png;https://cdn.sofifa.com/teams/1949/60.png;https://cdn.sofifa.com/flags/ie.png;"5'7""";152lbs;120000;Bronze
14805;J. Daoudi;31;69;CDM;https://cdn.sofifa.com/players/251/890/20_120.png;https://cdn.sofifa.com/teams/112392/60.png;https://cdn.sofifa.com/flags/ma.png;"5'9""";161lbs;800000;Argent
14806;Lucas Soares;22;62;RWB;https://cdn.sofifa.com/players/251/891/20_120.png;https://cdn.sofifa.com/teams/1887/60.png;https://cdn.sofifa.com/flags/br.png;"5'9""";146lbs;450000;Argent
14807;Beto;22;63;ST;https://cdn.sofifa.com/players/251/892/20_120.png;https://cdn.sofifa.com/teams/10031/60.png;https://cdn.sofifa.com/flags/pt.png;"6'4""";194lbs;525000;Argent
14808;Show;21;64;CDM;https://cdn.sofifa.com/players/251/894/20_120.png;https://cdn.sofifa.com/teams/1898/60.png;https://cdn.sofifa.com/flags/ao.png;"5'11""";161lbs;975000;Argent
14809;S. Adewoye;20;60;CB;https://cdn.sofifa.com/players/251/895/20_120.png;https://cdn.sofifa.com/teams/673/60.png;https://cdn.sofifa.com/flags/be.png;"5'11""";179lbs;325000;Argent
14810;J. Rowe;18;54;RB;https://cdn.sofifa.com/players/251/897/20_120.png;https://cdn.sofifa.com/teams/1949/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'9""";152lbs;130000;Bronze
14811;M. Woledzi;18;58;CB;https://cdn.sofifa.com/players/251/905/20_120.png;https://cdn.sofifa.com/teams/1788/60.png;https://cdn.sofifa.com/flags/gh.png;"6'2""";161lbs;250000;Bronze
14812;O. Villadsen;18;57;RB;https://cdn.sofifa.com/players/251/908/20_120.png;https://cdn.sofifa.com/teams/1788/60.png;https://cdn.sofifa.com/flags/dk.png;"5'8""";154lbs;200000;Bronze
14813;M. Nzita;19;57;LB;https://cdn.sofifa.com/players/251/911/20_120.png;https://cdn.sofifa.com/teams/199/60.png;https://cdn.sofifa.com/flags/be.png;"5'10""";154lbs;160000;Bronze
14814;Z. Ould Khaled;20;62;CB;https://cdn.sofifa.com/players/251/912/20_120.png;https://cdn.sofifa.com/teams/1530/60.png;https://cdn.sofifa.com/flags/fr.png;"6'5""";174lbs;500000;Argent
14815;A. Stahl;21;63;RM;https://cdn.sofifa.com/players/251/913/20_120.png;https://cdn.sofifa.com/teams/112847/60.png;https://cdn.sofifa.com/flags/ro.png;"5'11""";152lbs;700000;Argent
14816;Simón Moreno;22;68;ST;https://cdn.sofifa.com/players/251/914/20_120.png;https://cdn.sofifa.com/teams/100851/60.png;https://cdn.sofifa.com/flags/es.png;"5'10""";161lbs;1300000;Argent
14817;P. Yade;20;63;ST;https://cdn.sofifa.com/players/251/916/20_120.png;https://cdn.sofifa.com/teams/68/60.png;https://cdn.sofifa.com/flags/sn.png;"6'1""";168lbs;800000;Argent
14818;K. Saab;19;57;RB;https://cdn.sofifa.com/players/251/919/20_120.png;https://cdn.sofifa.com/teams/110992/60.png;https://cdn.sofifa.com/flags/ve.png;"5'10""";159lbs;180000;Bronze
14819;A. Meroni;22;66;CB;https://cdn.sofifa.com/players/251/920/20_120.png;https://cdn.sofifa.com/teams/110738/60.png;https://cdn.sofifa.com/flags/it.png;"6'2""";176lbs;900000;Argent
14820;A. Gómez;32;65;CAM;https://cdn.sofifa.com/players/251/923/20_120.png;https://cdn.sofifa.com/teams/110992/60.png;https://cdn.sofifa.com/flags/ve.png;"5'7""";161lbs;425000;Argent
14821;N. Zohoré;19;58;CB;https://cdn.sofifa.com/players/251/924/20_120.png;https://cdn.sofifa.com/teams/226/60.png;https://cdn.sofifa.com/flags/fr.png;"6'2""";165lbs;250000;Bronze
14822;C. Gómez;21;54;RM;https://cdn.sofifa.com/players/251/925/20_120.png;https://cdn.sofifa.com/teams/110992/60.png;https://cdn.sofifa.com/flags/ve.png;"5'7""";148lbs;110000;Bronze
14823;R. Ndiaye;18;54;CAM;https://cdn.sofifa.com/players/251/926/20_120.png;https://cdn.sofifa.com/teams/226/60.png;https://cdn.sofifa.com/flags/fr.png;"5'10""";154lbs;150000;Bronze
14824;Luiz Henrique;23;66;RM;https://cdn.sofifa.com/players/251/934/20_120.png;https://cdn.sofifa.com/teams/1900/60.png;https://cdn.sofifa.com/flags/br.png;"5'7""";141lbs;875000;Argent
14825;C. Kameraj;21;57;RWB;https://cdn.sofifa.com/players/251/935/20_120.png;https://cdn.sofifa.com/teams/10032/60.png;https://cdn.sofifa.com/flags/xk.png;"5'11""";170lbs;210000;Bronze
14826;T. Štrkalj;23;66;ST;https://cdn.sofifa.com/players/251/941/20_120.png;https://cdn.sofifa.com/teams/112516/60.png;https://cdn.sofifa.com/flags/hr.png;"6'0""";165lbs;925000;Argent
14827;Joan Femenías;23;65;GK;https://cdn.sofifa.com/players/251/944/20_120.png;https://cdn.sofifa.com/teams/110827/60.png;https://cdn.sofifa.com/flags/es.png;"6'2""";174lbs;625000;Argent
14828;A. Hasanally;18;56;CAM;https://cdn.sofifa.com/players/251/945/20_120.png;https://cdn.sofifa.com/teams/1935/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'5""";132lbs;190000;Bronze
14829;C. Coulter;19;50;GK;https://cdn.sofifa.com/players/251/946/20_120.png;https://cdn.sofifa.com/teams/1935/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'4""";168lbs;50000;Bronze
14830;M. Azarkan;17;62;LW;https://cdn.sofifa.com/players/251/948/20_120.png;https://cdn.sofifa.com/teams/246/60.png;https://cdn.sofifa.com/flags/nl.png;"5'5""";143lbs;600000;Argent
14831;C. Summerville;18;68;RM;https://cdn.sofifa.com/players/251/954/20_120.png;https://cdn.sofifa.com/teams/8/60.png;https://cdn.sofifa.com/flags/nl.png;"5'9""";141lbs;1800000;Argent
14832;A. Ngouyamsa;19;62;CB;https://cdn.sofifa.com/players/251/956/20_120.png;https://cdn.sofifa.com/teams/110569/60.png;https://cdn.sofifa.com/flags/cm.png;"5'9""";165lbs;475000;Argent
14833;T. Barbet;18;58;CB;https://cdn.sofifa.com/players/251/957/20_120.png;https://cdn.sofifa.com/teams/110569/60.png;https://cdn.sofifa.com/flags/fr.png;"6'0""";165lbs;250000;Bronze
14834;J. Munsters;17;56;CB;https://cdn.sofifa.com/players/251/960/20_120.png;https://cdn.sofifa.com/teams/100651/60.png;https://cdn.sofifa.com/flags/nl.png;"6'2""";161lbs;140000;Bronze
14835;R. Philippe;19;58;ST;https://cdn.sofifa.com/players/251/961/20_120.png;https://cdn.sofifa.com/teams/1823/60.png;https://cdn.sofifa.com/flags/fr.png;"6'0""";168lbs;275000;Bronze
14836;Y. González;17;60;RM;https://cdn.sofifa.com/players/251/971/20_120.png;https://cdn.sofifa.com/teams/112116/60.png;https://cdn.sofifa.com/flags/cl.png;"5'11""";154lbs;400000;Argent
14837;I. Salou;21;50;CAM;https://cdn.sofifa.com/players/251/973/20_120.png;https://cdn.sofifa.com/teams/1786/60.png;https://cdn.sofifa.com/flags/ne.png;"5'9""";154lbs;60000;Bronze
14838;H. Mbock;20;62;CAM;https://cdn.sofifa.com/players/251/974/20_120.png;https://cdn.sofifa.com/teams/378/60.png;https://cdn.sofifa.com/flags/fr.png;"6'1""";181lbs;650000;Argent
14839;C. Martínez;26;67;RB;https://cdn.sofifa.com/players/251/975/20_120.png;https://cdn.sofifa.com/teams/110069/60.png;https://cdn.sofifa.com/flags/do.png;"5'7""";161lbs;825000;Argent
14840;C. Duke;19;53;CAM;https://cdn.sofifa.com/players/251/976/20_120.png;https://cdn.sofifa.com/teams/696/60.png;https://cdn.sofifa.com/flags/us.png;"5'6""";130lbs;130000;Bronze
14841;V. Postolachi;20;63;ST;https://cdn.sofifa.com/players/251/977/20_120.png;https://cdn.sofifa.com/teams/111560/60.png;https://cdn.sofifa.com/flags/fr.png;"6'2""";176lbs;650000;Argent
14842;Y. Marchand;20;54;CDM;https://cdn.sofifa.com/players/251/978/20_120.png;https://cdn.sofifa.com/teams/896/60.png;https://cdn.sofifa.com/flags/ch.png;"5'11""";143lbs;150000;Bronze
14843;T. Tushi;19;53;ST;https://cdn.sofifa.com/players/251/980/20_120.png;https://cdn.sofifa.com/teams/896/60.png;https://cdn.sofifa.com/flags/ch.png;"5'10""";157lbs;130000;Bronze
14844;M. Huard;22;68;LB;https://cdn.sofifa.com/players/251/981/20_120.png;https://cdn.sofifa.com/teams/614/60.png;https://cdn.sofifa.com/flags/fr.png;"5'10""";157lbs;1200000;Argent
14845;A. Colpani;21;63;CAM;https://cdn.sofifa.com/players/251/988/20_120.png;https://cdn.sofifa.com/teams/111811/60.png;https://cdn.sofifa.com/flags/it.png;"6'0""";165lbs;800000;Argent
14846;Luquinhas;19;63;RM;https://cdn.sofifa.com/players/251/990/20_120.png;https://cdn.sofifa.com/teams/10031/60.png;https://cdn.sofifa.com/flags/br.png;"5'6""";143lbs;525000;Argent
14847;I. Cissé;19;60;CB;https://cdn.sofifa.com/players/251/992/20_120.png;https://cdn.sofifa.com/teams/674/60.png;https://cdn.sofifa.com/flags/fr.png;"6'5""";190lbs;425000;Argent
14848;Tiago EsgaioB;24;67;CDM;https://cdn.sofifa.com/players/251/994/20_120.png;https://cdn.sofifa.com/teams/1889/60.png;https://cdn.sofifa.com/flags/pt.png;"5'9""";157lbs;900000;Argent
14849;João Gonçalves;19;63;GK;https://cdn.sofifa.com/players/251/995/20_120.png;https://cdn.sofifa.com/teams/1898/60.png;https://cdn.sofifa.com/flags/pt.png;"6'2""";161lbs;450000;Argent
14850;D. Bradarić;20;75;LB;https://cdn.sofifa.com/players/252/000/20_120.png;https://cdn.sofifa.com/teams/65/60.png;https://cdn.sofifa.com/flags/hr.png;"5'10""";152lbs;9000000;Or
14851;J. Panzo;19;67;LB;https://cdn.sofifa.com/players/252/001/20_120.png;https://cdn.sofifa.com/teams/110569/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'1""";159lbs;1500000;Argent
14852;B. Vázquez;22;60;CB;https://cdn.sofifa.com/players/252/006/20_120.png;https://cdn.sofifa.com/teams/101114/60.png;https://cdn.sofifa.com/flags/mx.png;"5'11""";172lbs;350000;Argent
14853;D. Meddah;17;55;CAM;https://cdn.sofifa.com/players/252/011/20_120.png;https://cdn.sofifa.com/teams/1738/60.png;https://cdn.sofifa.com/flags/fr.png;"6'2""";176lbs;160000;Bronze
14854;H. Bockhorn;25;63;RWB;https://cdn.sofifa.com/players/252/014/20_120.png;https://cdn.sofifa.com/teams/160/60.png;https://cdn.sofifa.com/flags/ug.png;"5'10""";168lbs;425000;Argent
14855;S. Tanaka;23;57;CB;https://cdn.sofifa.com/players/252/015/20_120.png;https://cdn.sofifa.com/teams/112444/60.png;https://cdn.sofifa.com/flags/jp.png;"6'0""";150lbs;130000;Bronze
14856;D. Waidner;19;54;RB;https://cdn.sofifa.com/players/252/016/20_120.png;https://cdn.sofifa.com/teams/110679/60.png;https://cdn.sofifa.com/flags/de.png;"5'9""";157lbs;140000;Bronze
14857;F. Daniliuc;19;64;CB;https://cdn.sofifa.com/players/252/017/20_120.png;https://cdn.sofifa.com/teams/72/60.png;https://cdn.sofifa.com/flags/at.png;"6'2""";176lbs;900000;Argent
14858;K. Piątkowski;20;65;CB;https://cdn.sofifa.com/players/252/018/20_120.png;https://cdn.sofifa.com/teams/114326/60.png;https://cdn.sofifa.com/flags/pl.png;"6'3""";183lbs;975000;Argent
14859;T. Dallinga;19;58;ST;https://cdn.sofifa.com/players/252/021/20_120.png;https://cdn.sofifa.com/teams/1915/60.png;https://cdn.sofifa.com/flags/nl.png;"5'11""";154lbs;210000;Bronze
14860;G. Athanasiadis;27;69;GK;https://cdn.sofifa.com/players/252/022/20_120.png;https://cdn.sofifa.com/teams/278/60.png;https://cdn.sofifa.com/flags/gr.png;"6'3""";185lbs;925000;Argent
14861;W. Britto B;23;62;RB;https://cdn.sofifa.com/players/252/024/20_120.png;https://cdn.sofifa.com/teams/111112/60.png;https://cdn.sofifa.com/flags/ci.png;"6'0""";148lbs;375000;Argent
14862;K. Koindredi;18;63;CAM;https://cdn.sofifa.com/players/252/025/20_120.png;https://cdn.sofifa.com/teams/461/60.png;https://cdn.sofifa.com/flags/fr.png;"6'0""";170lbs;750000;Argent
14863;A. Vranckx;17;66;CAM;https://cdn.sofifa.com/players/252/027/20_120.png;https://cdn.sofifa.com/teams/110724/60.png;https://cdn.sofifa.com/flags/be.png;"6'0""";172lbs;1300000;Argent
14864;Fabiano Alves;25;63;CB;https://cdn.sofifa.com/players/252/028/20_120.png;https://cdn.sofifa.com/teams/898/60.png;https://cdn.sofifa.com/flags/br.png;"6'0""";187lbs;450000;Argent
14865;B. Fazliji;21;63;CB;https://cdn.sofifa.com/players/252/030/20_120.png;https://cdn.sofifa.com/teams/898/60.png;https://cdn.sofifa.com/flags/ch.png;"6'1""";174lbs;650000;Argent
14866;F. Heister;23;60;RM;https://cdn.sofifa.com/players/252/031/20_120.png;https://cdn.sofifa.com/teams/543/60.png;https://cdn.sofifa.com/flags/de.png;"5'10""";165lbs;275000;Argent
14867;M. Mbaye;22;63;GK;https://cdn.sofifa.com/players/252/032/20_120.png;https://cdn.sofifa.com/teams/236/60.png;https://cdn.sofifa.com/flags/sn.png;"6'4""";172lbs;525000;Argent
14868;Tomás Esteves;17;64;RWB;https://cdn.sofifa.com/players/252/033/20_120.png;https://cdn.sofifa.com/teams/236/60.png;https://cdn.sofifa.com/flags/pt.png;"5'11""";159lbs;825000;Argent
14869;N. Colombo;21;63;CB;https://cdn.sofifa.com/players/252/036/20_120.png;https://cdn.sofifa.com/teams/101083/60.png;https://cdn.sofifa.com/flags/ar.png;"6'0""";172lbs;750000;Argent
14870;Fábio Silva;17;69;ST;https://cdn.sofifa.com/players/252/037/20_120.png;https://cdn.sofifa.com/teams/110/60.png;https://cdn.sofifa.com/flags/pt.png;"6'1""";165lbs;2100000;Argent
14871;Romário Baró;20;73;CAM;https://cdn.sofifa.com/players/252/038/20_120.png;https://cdn.sofifa.com/teams/236/60.png;https://cdn.sofifa.com/flags/pt.png;"5'11""";146lbs;7000000;Argent
14872;Madi;21;64;RM;https://cdn.sofifa.com/players/252/040/20_120.png;https://cdn.sofifa.com/teams/489/60.png;https://cdn.sofifa.com/flags/pt.png;"5'11""";146lbs;1000000;Argent
14873;João Pedro;18;69;ST;https://cdn.sofifa.com/players/252/042/20_120.png;https://cdn.sofifa.com/teams/1795/60.png;https://cdn.sofifa.com/flags/br.png;"6'0""";154lbs;2200000;Argent
14874;F. Konaté;19;64;RB;https://cdn.sofifa.com/players/252/045/20_120.png;https://cdn.sofifa.com/teams/112809/60.png;https://cdn.sofifa.com/flags/ml.png;"5'8""";152lbs;775000;Argent
14875;D. Youfeigane;20;54;GK;https://cdn.sofifa.com/players/252/046/20_120.png;https://cdn.sofifa.com/teams/62/60.png;https://cdn.sofifa.com/flags/fr.png;"6'2""";185lbs;130000;Bronze
14876;Han Seok Hee;24;64;RM;https://cdn.sofifa.com/players/252/049/20_120.png;https://cdn.sofifa.com/teams/983/60.png;https://cdn.sofifa.com/flags/kr.png;"5'7""";146lbs;625000;Argent
14877;A. Lozano;21;65;CAM;https://cdn.sofifa.com/players/252/052/20_120.png;https://cdn.sofifa.com/teams/110144/60.png;https://cdn.sofifa.com/flags/mx.png;"5'9""";161lbs;875000;Argent
14878;F. Torres;23;64;CB;https://cdn.sofifa.com/players/252/053/20_120.png;https://cdn.sofifa.com/teams/110144/60.png;https://cdn.sofifa.com/flags/ec.png;"6'2""";170lbs;600000;Argent
14879;T. Pobega;20;67;ST;https://cdn.sofifa.com/players/252/060/20_120.png;https://cdn.sofifa.com/teams/110741/60.png;https://cdn.sofifa.com/flags/it.png;"6'2""";172lbs;1200000;Argent
14880;J. Malone;20;54;CAM;https://cdn.sofifa.com/players/252/061/20_120.png;https://cdn.sofifa.com/teams/445/60.png;https://cdn.sofifa.com/flags/gb-nir.png;"5'8""";159lbs;150000;Bronze
14881;L. Krejčí;21;71;CB;https://cdn.sofifa.com/players/252/064/20_120.png;https://cdn.sofifa.com/teams/267/60.png;https://cdn.sofifa.com/flags/cz.png;"6'3""";190lbs;3100000;Argent
14882;L. Ruggiero;18;56;GK;https://cdn.sofifa.com/players/252/065/20_120.png;https://cdn.sofifa.com/teams/199/60.png;https://cdn.sofifa.com/flags/it.png;"6'1""";176lbs;160000;Bronze
14883;F. Azaz;19;53;CM;https://cdn.sofifa.com/players/252/066/20_120.png;https://cdn.sofifa.com/teams/1936/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'0""";161lbs;130000;Bronze
14884;G. Harmon;19;54;LB;https://cdn.sofifa.com/players/252/067/20_120.png;https://cdn.sofifa.com/teams/109/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'11""";159lbs;140000;Bronze
14885;O. Windsor;18;53;CAM;https://cdn.sofifa.com/players/252/070/20_120.png;https://cdn.sofifa.com/teams/109/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'10""";154lbs;120000;Bronze
14886;S. Ramos Mingo;17;62;CB;https://cdn.sofifa.com/players/252/072/20_120.png;https://cdn.sofifa.com/teams/241/60.png;https://cdn.sofifa.com/flags/ar.png;"6'1""";163lbs;550000;Argent
14887;F. Bilbija;20;59;CAM;https://cdn.sofifa.com/players/252/073/20_120.png;https://cdn.sofifa.com/teams/111239/60.png;https://cdn.sofifa.com/flags/de.png;"6'2""";172lbs;350000;Bronze
14888;A. Rogel;22;67;CB;https://cdn.sofifa.com/players/252/074/20_120.png;https://cdn.sofifa.com/teams/1809/60.png;https://cdn.sofifa.com/flags/uy.png;"6'3""";185lbs;975000;Argent
14889;B. Alceus;24;62;CDM;https://cdn.sofifa.com/players/252/077/20_120.png;https://cdn.sofifa.com/teams/112637/60.png;https://cdn.sofifa.com/flags/ht.png;"5'9""";165lbs;375000;Argent
14890;Manu Fuster;22;67;CAM;https://cdn.sofifa.com/players/252/079/20_120.png;https://cdn.sofifa.com/teams/1854/60.png;https://cdn.sofifa.com/flags/es.png;"5'7""";143lbs;1200000;Argent
14891;E. Kardeşler;26;66;GK;https://cdn.sofifa.com/players/252/081/20_120.png;https://cdn.sofifa.com/teams/436/60.png;https://cdn.sofifa.com/flags/tr.png;"6'0""";174lbs;575000;Argent
14892;C. Brym;21;63;ST;https://cdn.sofifa.com/players/252/082/20_120.png;https://cdn.sofifa.com/teams/111560/60.png;https://cdn.sofifa.com/flags/ca.png;"5'11""";161lbs;575000;Argent
14893;Marcos André;23;69;ST;https://cdn.sofifa.com/players/252/084/20_120.png;https://cdn.sofifa.com/teams/462/60.png;https://cdn.sofifa.com/flags/br.png;"6'0""";172lbs;1600000;Argent
14894;Pablo Trigueros;27;67;CB;https://cdn.sofifa.com/players/252/085/20_120.png;https://cdn.sofifa.com/teams/2023/60.png;https://cdn.sofifa.com/flags/es.png;"6'2""";172lbs;825000;Argent
14895;Son;26;71;RB;https://cdn.sofifa.com/players/252/086/20_120.png;https://cdn.sofifa.com/teams/1853/60.png;https://cdn.sofifa.com/flags/es.png;"5'10""";159lbs;2600000;Argent
14896;Kaxe;26;67;ST;https://cdn.sofifa.com/players/252/091/20_120.png;https://cdn.sofifa.com/teams/2023/60.png;https://cdn.sofifa.com/flags/es.png;"6'0""";176lbs;975000;Argent
14897;Lapeña;24;64;CB;https://cdn.sofifa.com/players/252/094/20_120.png;https://cdn.sofifa.com/teams/100852/60.png;https://cdn.sofifa.com/flags/es.png;"6'0""";154lbs;550000;Argent
14898;Riccieli;21;69;CB;https://cdn.sofifa.com/players/252/095/20_120.png;https://cdn.sofifa.com/teams/112809/60.png;https://cdn.sofifa.com/flags/br.png;"6'0""";176lbs;1600000;Argent
14899;N. Hernández;27;62;RB;https://cdn.sofifa.com/players/252/096/20_120.png;https://cdn.sofifa.com/teams/110992/60.png;https://cdn.sofifa.com/flags/ve.png;"5'10""";161lbs;275000;Argent
14900;B. Hurtado;21;63;LW;https://cdn.sofifa.com/players/252/102/20_120.png;https://cdn.sofifa.com/teams/110992/60.png;https://cdn.sofifa.com/flags/ve.png;"6'0""";157lbs;800000;Argent
14901;A. Ait El Hadj;18;60;CAM;https://cdn.sofifa.com/players/252/108/20_120.png;https://cdn.sofifa.com/teams/229/60.png;https://cdn.sofifa.com/flags/be.png;"5'6""";134lbs;425000;Argent
14902;Berto Hórreo;20;63;GK;https://cdn.sofifa.com/players/252/112/20_120.png;https://cdn.sofifa.com/teams/110827/60.png;https://cdn.sofifa.com/flags/es.png;"6'3""";179lbs;675000;Argent
14903;B. Rollheiser;20;67;CAM;https://cdn.sofifa.com/players/252/114/20_120.png;https://cdn.sofifa.com/teams/1876/60.png;https://cdn.sofifa.com/flags/ar.png;"5'9""";157lbs;1700000;Argent
14904;Andrés García;24;64;CAM;https://cdn.sofifa.com/players/252/116/20_120.png;https://cdn.sofifa.com/teams/110069/60.png;https://cdn.sofifa.com/flags/es.png;"5'11""";165lbs;625000;Argent
14905;P. Schmiedl;22;64;CB;https://cdn.sofifa.com/players/252/119/20_120.png;https://cdn.sofifa.com/teams/15009/60.png;https://cdn.sofifa.com/flags/at.png;"6'2""";196lbs;550000;Argent
14906;M. Da Luz;25;66;RM;https://cdn.sofifa.com/players/252/121/20_120.png;https://cdn.sofifa.com/teams/112184/60.png;https://cdn.sofifa.com/flags/uy.png;"5'9""";161lbs;775000;Argent
14907;A. Araque;24;67;GK;https://cdn.sofifa.com/players/252/123/20_120.png;https://cdn.sofifa.com/teams/111332/60.png;https://cdn.sofifa.com/flags/ve.png;"5'11""";176lbs;800000;Argent
14908;J. Consbruch;18;58;CM;https://cdn.sofifa.com/players/252/125/20_120.png;https://cdn.sofifa.com/teams/159/60.png;https://cdn.sofifa.com/flags/de.png;"5'9""";137lbs;250000;Bronze
14909;L. Clarkson;17;58;CDM;https://cdn.sofifa.com/players/252/134/20_120.png;https://cdn.sofifa.com/teams/9/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'9""";146lbs;240000;Bronze
14910;Dani Fernández;22;63;RB;https://cdn.sofifa.com/players/252/135/20_120.png;https://cdn.sofifa.com/teams/110065/60.png;https://cdn.sofifa.com/flags/es.png;"5'9""";141lbs;450000;Argent
14911;M. Graiciar;20;67;ST;https://cdn.sofifa.com/players/252/138/20_120.png;https://cdn.sofifa.com/teams/267/60.png;https://cdn.sofifa.com/flags/cz.png;"6'0""";170lbs;1100000;Argent
14912;Filipe Soares;21;69;CAM;https://cdn.sofifa.com/players/252/139/20_120.png;https://cdn.sofifa.com/teams/1900/60.png;https://cdn.sofifa.com/flags/pt.png;"5'11""";159lbs;1500000;Argent
14913;Eduardo Quaresma;18;72;CB;https://cdn.sofifa.com/players/252/144/20_120.png;https://cdn.sofifa.com/teams/237/60.png;https://cdn.sofifa.com/flags/pt.png;"6'1""";168lbs;6000000;Argent
14914;Nuno Mendes;18;72;LB;https://cdn.sofifa.com/players/252/145/20_120.png;https://cdn.sofifa.com/teams/237/60.png;https://cdn.sofifa.com/flags/pt.png;"5'9""";154lbs;6000000;Argent
14915;Franquesa;23;68;LB;https://cdn.sofifa.com/players/252/146/20_120.png;https://cdn.sofifa.com/teams/110062/60.png;https://cdn.sofifa.com/flags/es.png;"5'9""";148lbs;1200000;Argent
14916;T. Chukwuani;17;55;CAM;https://cdn.sofifa.com/players/252/148/20_120.png;https://cdn.sofifa.com/teams/1788/60.png;https://cdn.sofifa.com/flags/dk.png;"5'10""";139lbs;170000;Bronze
14917;R. Nizet;17;57;LB;https://cdn.sofifa.com/players/252/149/20_120.png;https://cdn.sofifa.com/teams/1792/60.png;https://cdn.sofifa.com/flags/be.png;"6'0""";146lbs;190000;Bronze
14918;Patrick William;23;71;CB;https://cdn.sofifa.com/players/252/150/20_120.png;https://cdn.sofifa.com/teams/112809/60.png;https://cdn.sofifa.com/flags/br.png;"6'1""";181lbs;3200000;Argent
14919;T. Nakazato;30;55;LB;https://cdn.sofifa.com/players/252/153/20_120.png;https://cdn.sofifa.com/teams/112115/60.png;https://cdn.sofifa.com/flags/jp.png;"5'9""";157lbs;60000;Bronze
14920;M. Carnesecchi;20;66;GK;https://cdn.sofifa.com/players/252/154/20_120.png;https://cdn.sofifa.com/teams/39/60.png;https://cdn.sofifa.com/flags/it.png;"6'3""";183lbs;1200000;Argent
14921;M. Deman;18;55;GK;https://cdn.sofifa.com/players/252/160/20_120.png;https://cdn.sofifa.com/teams/100081/60.png;https://cdn.sofifa.com/flags/be.png;"6'4""";181lbs;140000;Bronze
14922;A. Ueda;21;66;ST;https://cdn.sofifa.com/players/252/162/20_120.png;https://cdn.sofifa.com/teams/101147/60.png;https://cdn.sofifa.com/flags/jp.png;"6'0""";168lbs;925000;Argent
14923;J. Ramírez;22;60;CAM;https://cdn.sofifa.com/players/252/164/20_120.png;https://cdn.sofifa.com/teams/101097/60.png;https://cdn.sofifa.com/flags/ve.png;"5'9""";150lbs;325000;Argent
14924;S. Van Dessel;18;56;CM;https://cdn.sofifa.com/players/252/165/20_120.png;https://cdn.sofifa.com/teams/680/60.png;https://cdn.sofifa.com/flags/be.png;"5'7""";132lbs;180000;Bronze
14925;D. Ściślak;20;59;CAM;https://cdn.sofifa.com/players/252/166/20_120.png;https://cdn.sofifa.com/teams/420/60.png;https://cdn.sofifa.com/flags/pl.png;"5'10""";157lbs;350000;Bronze
14926;T. Lutonda;19;62;LB;https://cdn.sofifa.com/players/252/169/20_120.png;https://cdn.sofifa.com/teams/1905/60.png;https://cdn.sofifa.com/flags/be.png;"5'6""";143lbs;600000;Argent
14927;L. Coveliers;19;57;CB;https://cdn.sofifa.com/players/252/172/20_120.png;https://cdn.sofifa.com/teams/110724/60.png;https://cdn.sofifa.com/flags/be.png;"5'10""";159lbs;210000;Bronze
14928;A. Maiz;19;61;CM;https://cdn.sofifa.com/players/252/175/20_120.png;https://cdn.sofifa.com/teams/111710/60.png;https://cdn.sofifa.com/flags/py.png;"5'8""";146lbs;525000;Argent
14929;J. Markovič;18;69;GK;https://cdn.sofifa.com/players/252/179/20_120.png;https://cdn.sofifa.com/teams/266/60.png;https://cdn.sofifa.com/flags/cz.png;"6'2""";172lbs;1800000;Argent
14930;J. Northcott;17;53;RM;https://cdn.sofifa.com/players/252/180/20_120.png;https://cdn.sofifa.com/teams/100804/60.png;https://cdn.sofifa.com/flags/gb-sct.png;"5'5""";132lbs;130000;Bronze
14931;H. Vandermersch;21;63;LB;https://cdn.sofifa.com/players/252/183/20_120.png;https://cdn.sofifa.com/teams/210/60.png;https://cdn.sofifa.com/flags/fr.png;"5'11""";159lbs;550000;Argent
14932;C. Sene;19;59;CB;https://cdn.sofifa.com/players/252/185/20_120.png;https://cdn.sofifa.com/teams/64/60.png;https://cdn.sofifa.com/flags/sn.png;"6'5""";207lbs;300000;Bronze
14933;M. Sitti;20;64;CDM;https://cdn.sofifa.com/players/252/186/20_120.png;https://cdn.sofifa.com/teams/110913/60.png;https://cdn.sofifa.com/flags/fr.png;"6'0""";161lbs;750000;Argent
